class,release,loc,comment density,wcm,number of attributes,fan-in,fan-out,cbo,normalized lcom,rfc,creation age,last update age,total loc touched,release loc touched,normalized total churn,normalized release churn,total number of commits,release number of commits,total number of authors,release number of authors,total number of fixes,release number of fixes,average commit change density,number of smells,buggy
storm-core\src\jvm\backtype\storm\metric\api\IMetricsConsumer.java,1,40,0.0,3,0,3,4,4,0.0,0,1,0,43,43,1.075,1.075,1,1,1,1,0,0,1.075,6,false
storm-core\src\jvm\backtype\storm\topology\BasicBoltExecutor.java,1,40,0.0,8,3,6,13,13,0.5555556,11,1,0,50,50,1.25,1.25,1,1,1,1,0,0,1.25,1,false
storm-core\src\jvm\backtype\storm\generated\RebalanceOptions.java,1,460,0.069565214,12,3,0,1,1,0.6111111,5,1,0,549,549,1.1934782,1.1934782,1,1,1,1,0,0,1.1934782,73,false
storm-core\src\jvm\backtype\storm\clojure\RichShellBolt.java,1,29,0.0,5,1,0,8,5,0.33333334,6,1,0,34,34,1.1724138,1.1724138,1,1,1,1,0,0,1.1724138,1,false
storm-core\src\jvm\backtype\storm\scheduler\ExecutorDetails.java,1,29,0.0,10,2,7,1,1,0.16666667,0,1,0,37,37,1.2758621,1.2758621,1,1,1,1,0,0,1.2758621,3,false
storm-core\src\jvm\storm\trident\spout\IOpaquePartitionedTridentSpout.java,1,37,0.4054054,4,0,4,9,7,0.0,0,1,0,45,45,1.2162162,1.2162162,1,1,1,1,0,0,1.2162162,4,false
storm-core\src\jvm\backtype\storm\testing\FeederSpout.java,1,67,0.0,15,4,1,9,9,0.77272725,12,1,0,83,83,1.238806,1.238806,1,1,1,1,0,0,1.238806,1,false
storm-core\src\jvm\backtype\storm\StormSubmitter.java,1,137,0.21167883,21,3,1,25,15,0.61111116,28,1,0,152,152,1.1094891,1.1094891,1,1,1,1,0,0,1.1094891,9,true
storm-core\src\jvm\backtype\storm\testing\MemoryTransactionalSpout.java,1,136,0.022058824,10,2,0,8,7,0.625,14,1,0,164,164,1.2058823,1.2058823,1,1,1,1,0,0,1.2058823,6,false
storm-core\src\jvm\backtype\storm\planner\TaskBundle.java,1,11,0.0,1,2,0,1,1,0.0,0,1,0,16,16,1.4545455,1.4545455,1,1,1,1,0,0,1.4545455,0,false
storm-core\src\jvm\backtype\storm\utils\IndifferentAccessMap.java,1,120,0.041666668,37,1,2,8,8,0.93333334,27,1,0,160,160,1.3333334,1.3333334,1,1,1,1,0,0,1.3333334,7,false
storm-core\src\jvm\backtype\storm\testing\BatchProcessWord.java,1,17,0.0,2,0,0,7,6,0.0,5,1,0,22,22,1.2941177,1.2941177,1,1,1,1,0,0,1.2941177,0,false
storm-core\src\jvm\backtype\storm\transactional\partitioned\IOpaquePartitionedTransactionalSpout.java,1,32,0.5,2,0,0,0,0,0.0,0,1,0,39,39,1.21875,1.21875,1,1,1,1,0,0,1.21875,2,false
storm-core\src\jvm\storm\trident\state\JSONNonTransactionalSerializer.java,1,21,0.0,4,0,0,2,2,0.0,3,1,0,27,27,1.2857143,1.2857143,1,1,1,1,0,0,1.2857143,0,false
storm-core\src\jvm\backtype\storm\scheduler\IScheduler.java,1,17,0.7058824,2,0,2,2,2,0.0,0,1,0,23,23,1.3529412,1.3529412,1,1,1,1,0,0,1.3529412,0,false
storm-core\src\jvm\backtype\storm\generated\NotAliveException.java,1,264,0.07954545,10,3,0,1,1,0.6111111,5,1,0,328,328,1.2424242,1.2424242,1,1,1,1,0,0,1.2424242,33,false
storm-core\src\jvm\backtype\storm\spout\RawMultiScheme.java,1,15,0.0,2,0,0,4,4,0.0,2,1,0,21,21,1.4,1.4,1,1,1,1,0,0,1.4,0,false
storm-core\src\jvm\backtype\storm\scheduler\SchedulerAssignment.java,1,29,0.79310346,6,0,6,2,2,0.0,0,1,0,41,41,1.4137931,1.4137931,1,1,1,1,0,0,1.4137931,6,false
storm-core\src\jvm\storm\trident\operation\builtin\Equals.java,1,16,0.0,7,0,0,2,2,0.0,3,1,0,21,21,1.3125,1.3125,1,1,1,1,0,0,1.3125,0,false
storm-core\src\jvm\storm\trident\operation\builtin\MapGet.java,1,17,0.0,2,0,0,7,5,0.0,2,1,0,21,21,1.2352941,1.2352941,1,1,1,1,0,0,1.2352941,0,false
storm-core\src\jvm\storm\trident\topology\ITridentBatchBolt.java,1,13,0.0,5,0,4,5,5,0.0,0,1,0,15,15,1.1538461,1.1538461,1,1,1,1,0,0,1.1538461,0,false
storm-core\src\jvm\storm\trident\operation\impl\JoinerMultiReducer.java,1,118,0.042372882,26,4,1,11,11,0.72222227,15,1,0,142,142,1.2033899,1.2033899,1,1,1,1,0,0,1.2033899,2,false
storm-core\src\jvm\backtype\storm\spout\ShellSpout.java,1,101,0.0,23,7,4,15,8,0.78571427,17,1,0,120,120,1.1881188,1.1881188,1,1,1,1,0,0,1.1881188,9,true
storm-core\src\jvm\backtype\storm\metric\api\IMetric.java,1,4,0.0,1,0,14,0,0,0.0,0,1,0,5,5,1.25,1.25,1,1,1,1,0,0,1.25,1,false
storm-core\src\jvm\backtype\storm\spout\Scheme.java,1,8,0.0,2,0,3,2,2,0.0,0,1,0,11,11,1.375,1.375,1,1,1,1,0,0,1.375,2,false
storm-core\src\jvm\backtype\storm\metric\api\ICombiner.java,1,5,0.0,2,0,5,1,1,0.0,0,1,0,6,6,1.2,1.2,1,1,1,1,0,0,1.2,2,false
storm-core\src\jvm\backtype\storm\metric\api\IStatefulObject.java,1,4,0.0,1,0,4,0,0,0.0,0,1,0,5,5,1.25,1.25,1,1,1,1,0,0,1.25,0,false
storm-core\src\jvm\backtype\storm\topology\base\BaseBatchBolt.java,1,5,0.0,0,0,5,4,3,0.0,0,1,0,8,8,1.6,1.6,1,1,1,1,0,0,1.6,2,false
storm-core\src\jvm\storm\trident\state\OpaqueValue.java,1,48,0.0,14,3,7,2,2,0.45833334,3,1,0,66,66,1.375,1.375,2,2,2,2,0,0,0.6875,2,false
storm-core\src\jvm\backtype\storm\security\auth\digest\ServerCallbackHandler.java,1,82,0.07317073,19,5,2,4,2,0.6333333,30,1,0,97,97,1.1829268,1.1829268,1,1,1,1,0,0,1.1829268,4,false
storm-core\src\jvm\backtype\storm\spout\ISchemableSpout.java,1,5,0.0,2,0,0,1,1,0.0,0,1,0,7,7,1.4,1.4,1,1,1,1,0,0,1.4,0,false
storm-core\src\jvm\backtype\storm\generated\ComponentCommon.java,1,599,0.063439064,13,3,0,1,1,0.6111111,5,1,0,707,707,1.1803005,1.1803005,1,1,1,1,0,0,1.1803005,98,false
storm-core\src\jvm\backtype\storm\coordination\BatchOutputCollector.java,1,20,0.4,5,0,9,1,1,0.0,2,1,0,29,29,1.45,1.45,1,1,1,1,0,0,1.45,0,false
storm-core\src\jvm\storm\trident\spout\PartitionedTridentSpoutExecutor.java,1,125,0.032,1,2,0,3,2,0.0,0,1,0,154,154,1.232,1.232,1,1,1,1,0,0,1.232,1,false
storm-core\src\jvm\backtype\storm\metric\api\MeanReducer.java,1,33,0.0,0,2,1,0,0,NaN,0,1,0,38,38,1.1515151,1.1515151,1,1,1,1,0,0,1.1515151,2,false
storm-core\src\jvm\backtype\storm\serialization\SerializationFactory.java,1,183,0.016393442,27,1,3,18,18,0.6666667,25,1,0,207,207,1.1311475,1.1311475,1,1,1,1,0,0,1.1311475,10,false
storm-netty\src\jvm\backtype\storm\messaging\netty\StormServerHandler.java,1,47,0.04255319,8,3,2,10,10,0.41666666,11,1,0,107,107,2.2765958,2.2765958,6,6,1,1,0,0,0.37943265,3,false
storm-core\src\jvm\storm\trident\operation\impl\GlobalBatchToPartition.java,1,7,0.14285715,1,0,0,1,1,0.0,0,1,0,12,12,1.7142857,1.7142857,1,1,1,1,0,0,1.7142857,0,false
storm-core\src\jvm\backtype\storm\utils\WritableUtils.java,1,296,0.38175675,58,0,1,2,2,0.0,30,1,0,358,358,1.2094594,1.2094594,1,1,1,1,0,0,1.2094594,18,false
storm-core\src\jvm\storm\trident\state\ValueUpdater.java,1,4,0.0,1,0,13,1,1,0.0,0,1,0,6,6,1.5,1.5,1,1,1,1,0,0,1.5,0,false
storm-core\src\jvm\backtype\storm\generated\Grouping.java,1,580,0.03448276,137,10,6,17,11,0.9673077,48,1,0,662,662,1.1413794,1.1413794,1,1,1,1,0,0,1.1413794,57,false
storm-core\src\jvm\backtype\storm\topology\base\BaseRichBolt.java,1,7,0.0,1,0,6,2,2,0.0,0,1,0,9,9,1.2857143,1.2857143,1,1,1,1,0,0,1.2857143,1,false
storm-core\src\jvm\backtype\storm\ILocalCluster.java,1,26,0.0,13,0,2,12,6,0.0,0,1,0,30,30,1.1538461,1.1538461,1,1,1,1,0,0,1.1538461,0,false
storm-core\src\jvm\storm\trident\planner\processor\TridentContext.java,1,47,0.021276595,8,7,10,5,4,0.75,0,1,0,59,59,1.2553191,1.2553191,1,1,1,1,0,0,1.2553191,0,false
storm-core\src\jvm\storm\trident\operation\impl\IdentityMultiReducer.java,1,25,0.0,5,0,0,4,4,0.0,1,1,0,34,34,1.36,1.36,1,1,1,1,0,0,1.36,3,false
storm-core\src\jvm\backtype\storm\drpc\JoinResult.java,1,49,0.0,7,5,2,14,9,0.65,13,1,0,58,58,1.1836735,1.1836735,1,1,1,1,0,0,1.1836735,1,false
storm-core\src\jvm\storm\trident\topology\BatchInfo.java,1,12,0.0,1,3,4,2,1,0.0,0,1,0,16,16,1.3333334,1.3333334,1,1,1,1,0,0,1.3333334,0,false
storm-core\src\jvm\backtype\storm\task\ShellBolt.java,1,201,0.15920398,5,0,0,2,2,0.0,4,1,0,230,230,1.1442786,1.1442786,3,3,2,2,0,0,0.3814262,17,true
storm-core\src\jvm\storm\trident\topology\MasterBatchCoordinator.java,1,218,0.055045873,48,18,2,17,15,0.84074086,47,1,0,268,268,1.2293578,1.2293578,1,1,1,1,0,0,1.2293578,8,false
storm-core\src\jvm\backtype\storm\task\TopologyContext.java,1,206,0.46116504,26,6,73,20,17,0.875,22,1,0,249,249,1.2087379,1.2087379,1,1,1,1,0,0,1.2087379,0,true
storm-core\src\jvm\backtype\storm\generated\JavaObjectArg.java,1,460,0.036956523,15,3,0,1,1,0.6111111,5,1,0,532,532,1.1565218,1.1565218,1,1,1,1,0,0,1.1565218,52,false
storm-core\src\jvm\backtype\storm\testing\NonRichBoltTracker.java,1,27,0.0,4,2,1,5,5,0.25,6,1,0,34,34,1.2592592,1.2592592,1,1,1,1,0,0,1.2592592,0,false
storm-core\src\jvm\storm\trident\testing\FeederCommitterBatchSpout.java,1,59,0.0,5,1,0,6,4,0.2,3,1,0,79,79,1.338983,1.338983,1,1,1,1,0,0,1.338983,1,false
storm-core\src\jvm\storm\trident\state\StateType.java,1,6,0.0,0,0,0,0,0,0.0,0,1,0,8,8,1.3333334,1.3333334,1,1,1,1,0,0,1.3333334,0,false
storm-core\src\jvm\storm\trident\operation\EachOperation.java,1,3,0.0,0,0,2,1,1,0.0,0,1,0,5,5,1.6666666,1.6666666,1,1,1,1,0,0,1.6666666,0,false
storm-core\src\jvm\backtype\storm\utils\Container.java,1,5,0.0,0,1,0,0,0,NaN,0,1,0,7,7,1.4,1.4,1,1,1,1,0,0,1.4,0,false
storm-core\src\jvm\backtype\storm\serialization\KryoValuesSerializer.java,1,31,0.12903225,4,3,3,6,6,0.33333334,7,1,0,41,41,1.3225807,1.3225807,1,1,1,1,0,0,1.3225807,0,false
storm-core\src\jvm\backtype\storm\clojure\ClojureSpout.java,1,110,0.009090909,20,5,0,16,11,0.68,18,1,0,136,136,1.2363636,1.2363636,1,1,1,1,0,0,1.2363636,8,false
storm-core\src\jvm\backtype\storm\nimbus\ITopologyValidator.java,1,9,0.0,2,0,1,2,1,0.0,0,1,0,17,17,1.8888888,1.8888888,5,5,2,2,0,0,0.37777779,1,false
storm-core\src\jvm\storm\trident\spout\OpaquePartitionedTridentSpoutExecutor.java,1,148,0.054054055,1,2,0,3,2,0.0,0,1,0,184,184,1.2432432,1.2432432,1,1,1,1,0,0,1.2432432,3,false
storm-core\src\jvm\backtype\storm\testing\TestGlobalCount.java,1,33,0.0,5,3,0,9,9,0.73333335,4,1,0,43,43,1.3030303,1.3030303,1,1,1,1,0,0,1.3030303,1,false
storm-core\src\jvm\backtype\storm\generated\GlobalStreamId.java,1,350,0.071428575,11,3,0,1,1,0.6111111,5,1,0,425,425,1.2142857,1.2142857,1,1,1,1,0,0,1.2142857,45,false
storm-core\src\jvm\storm\trident\state\map\MapReducerAggStateUpdater.java,1,64,0.0,8,6,1,22,13,0.5,13,1,0,75,75,1.171875,1.171875,1,1,1,1,0,0,1.171875,3,false
storm-core\src\jvm\backtype\storm\Constants.java,1,13,0.0,0,8,0,1,1,NaN,2,1,0,18,18,1.3846154,1.3846154,1,1,1,1,0,0,1.3846154,0,false
storm-core\src\jvm\storm\trident\operation\Aggregator.java,1,7,0.0,3,0,14,4,4,0.0,0,1,0,9,9,1.2857143,1.2857143,1,1,1,1,0,0,1.2857143,0,false
storm-core\src\jvm\backtype\storm\topology\base\BaseRichSpout.java,1,25,0.16,5,0,7,2,2,0.0,0,1,0,33,33,1.32,1.32,1,1,1,1,0,0,1.32,5,false
storm-core\src\jvm\backtype\storm\coordination\BatchOutputCollectorImpl.java,1,28,0.0,6,1,1,5,3,0.0,5,1,0,36,36,1.2857143,1.2857143,1,1,1,1,0,0,1.2857143,0,false
storm-core\src\jvm\backtype\storm\spout\SchemeAsMultiScheme.java,1,18,0.0,4,1,0,4,4,0.0,3,1,0,24,24,1.3333334,1.3333334,1,1,1,1,0,0,1.3333334,2,false
storm-core\src\jvm\backtype\storm\topology\IRichBolt.java,1,8,0.625,0,0,18,2,2,0.0,0,1,0,12,12,1.5,1.5,1,1,1,1,0,0,1.5,0,false
storm-core\src\jvm\backtype\storm\state\ISubscribedState.java,1,6,0.0,2,0,0,1,1,0.0,0,1,0,8,8,1.3333334,1.3333334,1,1,1,1,0,0,1.3333334,0,false
storm-core\src\jvm\backtype\storm\testing\MemoryTransactionalSpoutMeta.java,1,15,0.06666667,3,2,4,0,0,0.33333334,0,1,0,21,21,1.4,1.4,1,1,1,1,0,0,1.4,1,false
storm-core\src\jvm\backtype\storm\security\auth\authorizer\NoopAuthorizer.java,1,31,0.4516129,4,1,1,4,4,0.5,7,1,0,40,40,1.2903225,1.2903225,1,1,1,1,0,0,1.2903225,3,false
storm-core\src\jvm\storm\trident\planner\processor\PartitionPersistProcessor.java,1,72,0.097222224,10,7,0,14,13,0.6122449,15,1,0,90,90,1.25,1.25,1,1,1,1,0,0,1.25,1,false
storm-core\src\jvm\storm\trident\fluent\ChainedPartitionAggregatorDeclarer.java,1,13,0.0,6,0,2,6,6,0.0,0,1,0,15,15,1.1538461,1.1538461,1,1,1,1,0,0,1.1538461,0,false
storm-core\src\jvm\storm\trident\state\map\SnapshottableMap.java,1,46,0.0,9,2,3,8,7,0.44444448,13,1,0,59,59,1.2826087,1.2826087,1,1,1,1,0,0,1.2826087,0,false
storm-core\src\jvm\backtype\storm\security\auth\SimpleTransportPlugin.java,1,80,0.3375,5,1,0,7,6,0.0,8,1,0,107,107,1.3375,1.3375,1,1,1,1,0,0,1.3375,5,false
storm-core\src\jvm\backtype\storm\drpc\DRPCInvocationsClient.java,1,64,0.0,15,4,5,12,9,0.625,6,1,0,74,74,1.15625,1.15625,1,1,1,1,0,0,1.15625,3,false
storm-core\src\jvm\storm\trident\operation\Assembly.java,1,5,0.0,1,0,1,1,1,0.0,0,1,0,8,8,1.6,1.6,1,1,1,1,0,0,1.6,0,false
storm-core\src\jvm\storm\trident\state\snapshot\ReadOnlySnapshottable.java,1,5,0.0,1,0,2,2,2,0.0,0,1,0,7,7,1.4,1.4,1,1,1,1,0,0,1.4,0,false
storm-core\src\jvm\storm\trident\drpc\ReturnResultsReducer.java,1,80,0.0125,11,2,0,11,9,0.6,15,1,0,95,95,1.1875,1.1875,1,1,1,1,0,0,1.1875,2,false
storm-core\src\jvm\backtype\storm\testing\FixedTupleSpout.java,1,139,0.0,24,9,0,8,8,0.76470596,19,1,0,168,168,1.2086331,1.2086331,2,2,2,2,1,1,0.60431653,7,false
storm-core\src\jvm\storm\trident\graph\GraphGrouper.java,1,91,0.0,24,3,1,5,5,0.6296296,16,1,0,106,106,1.1648352,1.1648352,1,1,1,1,0,0,1.1648352,0,false
storm-core\src\jvm\backtype\storm\testing\TestConfBolt.java,1,36,0.0,6,2,0,8,7,0.6666667,4,1,0,45,45,1.25,1.25,1,1,1,1,0,0,1.25,0,false
storm-core\src\jvm\backtype\storm\security\auth\ThriftClient.java,1,49,0.08163265,9,3,5,11,8,0.6666667,6,1,0,62,62,1.2653061,1.2653061,1,1,1,1,0,0,1.2653061,6,true
storm-core\src\jvm\backtype\storm\drpc\PrepareRequest.java,1,35,0.0,3,4,1,12,7,0.33333334,4,1,0,42,42,1.2,1.2,1,1,1,1,0,0,1.2,0,false
storm-core\src\jvm\backtype\storm\clojure\RichShellSpout.java,1,29,0.0,5,1,0,8,5,0.33333334,6,1,0,34,34,1.1724138,1.1724138,1,1,1,1,0,0,1.1724138,1,false
storm-core\src\jvm\storm\trident\state\map\MicroBatchIBackingMap.java,1,53,0.018867925,0,2,0,0,0,NaN,0,1,0,68,68,1.2830188,1.2830188,1,1,1,1,0,0,1.2830188,0,false
storm-core\src\jvm\backtype\storm\state\IStateSpoutOutputCollector.java,1,4,0.0,1,0,1,1,1,0.0,0,1,0,5,5,1.25,1.25,1,1,1,1,0,0,1.25,0,false
storm-core\src\jvm\backtype\storm\transactional\partitioned\OpaquePartitionedTransactionalSpoutExecutor.java,1,121,0.0,5,1,2,9,9,0.4,2,1,0,142,142,1.1735537,1.1735537,1,1,1,1,0,0,1.1735537,2,false
storm-core\src\jvm\storm\trident\state\StateSpec.java,1,9,0.0,1,2,2,1,1,0.5,0,1,0,13,13,1.4444444,1.4444444,1,1,1,1,0,0,1.4444444,0,false
storm-core\src\jvm\storm\trident\operation\MultiReducer.java,1,11,0.0,5,0,5,4,4,0.0,0,1,0,14,14,1.2727273,1.2727273,1,1,1,1,0,0,1.2727273,0,false
storm-core\src\jvm\backtype\storm\security\auth\IAuthorizer.java,1,24,0.875,2,0,6,1,1,0.0,0,1,0,30,30,1.25,1.25,1,1,1,1,0,0,1.25,3,false
storm-core\src\jvm\backtype\storm\generated\ErrorInfo.java,1,349,0.074498564,11,3,0,1,1,0.6111111,5,1,0,425,425,1.2177651,1.2177651,1,1,1,1,0,0,1.2177651,45,false
storm-core\src\jvm\backtype\storm\coordination\IBatchBolt.java,1,11,0.0,3,0,3,8,5,0.0,0,1,0,13,13,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
storm-core\src\jvm\backtype\storm\metric\api\AssignableMetric.java,1,13,0.0,3,1,1,1,1,0.0,0,1,0,17,17,1.3076923,1.3076923,1,1,1,1,0,0,1.3076923,0,false
storm-core\src\jvm\backtype\storm\topology\IRichStateSpout.java,1,4,0.0,0,0,1,2,2,0.0,0,1,0,8,8,2.0,2.0,1,1,1,1,0,0,2.0,0,false
storm-core\src\jvm\backtype\storm\scheduler\SupervisorDetails.java,1,56,0.16071428,11,5,4,1,1,0.64444447,3,1,0,72,72,1.2857143,1.2857143,1,1,1,1,0,0,1.2857143,0,false
storm-core\src\jvm\storm\trident\operation\builtin\TupleCollectionGet.java,1,25,0.0,4,0,0,7,5,0.0,6,1,0,29,29,1.16,1.16,1,1,1,1,0,0,1.16,1,false
storm-core\src\jvm\backtype\storm\testing\TestPlannerSpout.java,1,49,0.0,12,2,1,7,7,0.8181818,4,1,0,68,68,1.3877552,1.3877552,1,1,1,1,0,0,1.3877552,4,false
storm-core\src\jvm\backtype\storm\testing\AckFailMapTracker.java,1,26,0.0,5,2,0,2,2,0.4,4,1,0,35,35,1.3461539,1.3461539,1,1,1,1,0,0,1.3461539,0,false
storm-core\src\jvm\backtype\storm\utils\KeyedRoundRobinQueue.java,1,47,0.0,5,5,2,1,1,0.1,12,1,0,51,51,1.0851064,1.0851064,1,1,1,1,0,0,1.0851064,1,false
storm-core\src\jvm\backtype\storm\grouping\CustomStreamGrouping.java,1,20,0.65,2,0,11,3,2,0.0,0,1,0,26,26,1.3,1.3,1,1,1,1,0,0,1.3,0,false
storm-core\src\jvm\backtype\storm\metric\api\StateMetric.java,1,11,0.0,2,1,0,2,2,0.0,1,1,0,14,14,1.2727273,1.2727273,1,1,1,1,0,0,1.2727273,0,false
storm-core\src\jvm\storm\trident\state\map\NonTransactionalMap.java,1,39,0.0,8,1,1,6,5,0.2857143,7,1,0,50,50,1.2820513,1.2820513,1,1,1,1,0,0,1.2820513,2,false
storm-core\src\jvm\backtype\storm\topology\BoltDeclarer.java,1,3,0.0,0,0,8,3,3,0.0,0,1,0,5,5,1.6666666,1.6666666,1,1,1,1,0,0,1.6666666,0,false
storm-core\src\jvm\backtype\storm\generated\Bolt.java,1,352,0.07102273,11,3,0,1,1,0.6111111,5,1,0,427,427,1.2130681,1.2130681,1,1,1,1,0,0,1.2130681,47,false
storm-core\src\jvm\backtype\storm\testing\TestJob.java,1,20,0.85,1,0,0,1,1,0.0,0,1,0,24,24,1.2,1.2,1,1,1,1,0,0,1.2,1,false
storm-core\src\jvm\backtype\storm\task\WorkerTopologyContext.java,1,76,0.18421052,9,7,9,4,3,0.73469394,2,1,0,89,89,1.1710526,1.1710526,1,1,1,1,0,0,1.1710526,0,false
storm-core\src\jvm\backtype\storm\security\auth\digest\DigestSaslTransportPlugin.java,1,38,0.05263158,2,2,1,10,10,0.0,5,1,0,52,52,1.3684211,1.3684211,1,1,1,1,0,0,1.3684211,5,false
storm-core\src\jvm\storm\trident\planner\processor\EachProcessor.java,1,53,0.0,8,5,0,12,12,0.65714294,9,1,0,63,63,1.1886792,1.1886792,1,1,1,1,0,0,1.1886792,2,false
storm-core\src\jvm\backtype\storm\task\GeneralTopologyContext.java,1,150,0.33333334,25,6,16,13,9,0.8444445,30,1,0,181,181,1.2066667,1.2066667,1,1,1,1,0,0,1.2066667,3,false
storm-core\src\jvm\backtype\storm\planner\CompoundTask.java,1,4,0.25,0,0,0,0,0,0.0,0,1,0,8,8,2.0,2.0,1,1,1,1,0,0,2.0,0,false
storm-core\src\jvm\storm\trident\fluent\IChainedAggregatorDeclarer.java,1,5,0.0,1,0,3,1,1,0.0,0,1,0,7,7,1.4,1.4,1,1,1,1,0,0,1.4,0,false
storm-core\src\jvm\backtype\storm\utils\InprocMessaging.java,1,34,0.0,6,3,2,1,1,0.4666667,7,1,0,42,42,1.2352941,1.2352941,1,1,1,1,0,0,1.2352941,1,false
storm-core\src\jvm\storm\trident\topology\state\RotatingTransactionalState.java,1,105,0.04761905,1,0,0,0,0,0.0,0,1,0,119,119,1.1333333,1.1333333,2,2,1,1,0,0,1.1333333,8,false
storm-core\src\jvm\backtype\storm\generated\AlreadyAliveException.java,1,264,0.07954545,55,4,12,22,9,0.8333333,37,1,0,328,328,1.2424242,1.2424242,1,1,1,1,0,0,1.2424242,33,false
storm-core\src\jvm\backtype\storm\drpc\ReturnResults.java,1,68,0.0,1,0,0,0,0,0.0,1,1,0,78,78,1.1470588,1.1470588,1,1,1,1,0,0,1.1470588,3,false
storm-core\src\jvm\storm\trident\testing\FixedBatchSpout.java,1,64,0.0,14,6,0,6,5,0.7083333,6,1,0,94,94,1.46875,1.46875,2,2,2,2,1,1,0.734375,2,false
storm-core\src\jvm\storm\trident\operation\impl\GroupedMultiReducerExecutor.java,1,66,0.0,10,5,0,7,7,0.5666667,16,1,0,78,78,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
storm-core\src\jvm\storm\trident\operation\builtin\Count.java,1,17,0.0,3,0,0,2,2,0.0,0,1,0,24,24,1.4117647,1.4117647,1,1,1,1,0,0,1.4117647,0,false
storm-core\src\jvm\backtype\storm\security\auth\ThriftServer.java,1,48,0.20833333,9,6,1,7,6,0.45833334,11,1,0,62,62,1.2916666,1.2916666,1,1,1,1,0,0,1.2916666,7,false
storm-core\src\jvm\backtype\storm\testing\TestWordCounter.java,1,34,0.0,5,2,4,10,9,0.75,9,1,0,44,44,1.2941177,1.2941177,1,1,1,1,0,0,1.2941177,1,false
storm-core\src\jvm\backtype\storm\testing\CountingBatchBolt.java,1,31,0.0,4,3,0,8,7,0.5,2,1,0,38,38,1.2258065,1.2258065,1,1,1,1,0,0,1.2258065,0,false
storm-core\src\jvm\storm\trident\planner\processor\FreshCollector.java,1,34,0.0,6,3,3,8,8,0.4,7,1,0,42,42,1.2352941,1.2352941,1,1,1,1,0,0,1.2352941,0,false
storm-core\src\jvm\backtype\storm\utils\DisruptorQueue.java,1,142,0.07746479,1,0,0,2,2,0.0,0,1,0,167,167,1.1760564,1.1760564,2,2,2,2,0,0,0.5880282,10,true
storm-core\src\jvm\backtype\storm\topology\OutputFieldsGetter.java,1,27,0.0,6,1,3,5,4,0.6,5,1,0,36,36,1.3333334,1.3333334,1,1,1,1,0,0,1.3333334,0,false
storm-core\src\jvm\backtype\storm\scheduler\Topologies.java,1,32,0.0,7,2,5,2,2,0.375,9,1,0,40,40,1.25,1.25,1,1,1,1,0,0,1.25,1,false
storm-core\src\jvm\storm\trident\operation\impl\GroupCollector.java,1,24,0.0,3,3,1,2,2,0.33333334,3,1,0,31,31,1.2916666,1.2916666,1,1,1,1,0,0,1.2916666,0,false
storm-core\src\jvm\storm\trident\fluent\GlobalAggregationScheme.java,1,6,0.33333334,2,0,2,3,3,0.0,0,1,0,9,9,1.5,1.5,1,1,1,1,0,0,1.5,0,false
storm-core\src\jvm\storm\trident\state\map\MapState.java,1,7,0.0,2,0,8,4,3,0.0,0,1,0,9,9,1.2857143,1.2857143,1,1,1,1,0,0,1.2857143,0,false
storm-core\src\jvm\storm\trident\operation\impl\GroupedAggregator.java,1,69,0.0,8,6,1,12,12,0.5833334,14,1,0,79,79,1.1449275,1.1449275,1,1,1,1,0,0,1.1449275,0,false
storm-core\src\jvm\backtype\storm\transactional\state\TransactionalState.java,1,106,0.009433962,21,3,6,11,6,0.6666667,18,1,0,122,122,1.1509434,1.1509434,1,1,1,1,0,0,1.1509434,2,true
storm-core\src\jvm\storm\trident\spout\BatchSpoutExecutor.java,1,59,0.0,4,0,0,1,1,0.0,0,1,0,75,75,1.2711865,1.2711865,1,1,1,1,0,0,1.2711865,2,false
storm-core\src\jvm\backtype\storm\serialization\KryoValuesDeserializer.java,1,28,0.0,4,2,3,6,6,0.25,6,1,0,34,34,1.2142857,1.2142857,1,1,1,1,0,0,1.2142857,1,false
storm-core\src\jvm\storm\trident\operation\BaseMultiReducer.java,1,10,0.0,2,0,0,3,3,0.0,0,1,0,16,16,1.6,1.6,1,1,1,1,0,0,1.6,2,false
storm-core\src\jvm\backtype\storm\security\auth\authorizer\DenyAuthorizer.java,1,31,0.4516129,4,1,1,4,4,0.5,7,1,0,40,40,1.2903225,1.2903225,1,1,1,1,0,0,1.2903225,3,false
storm-core\src\jvm\storm\trident\operation\impl\CombinerAggregatorInitImpl.java,1,24,0.0,4,1,1,6,6,0.5,2,1,0,32,32,1.3333334,1.3333334,1,1,1,1,0,0,1.3333334,2,false
storm-core\src\jvm\backtype\storm\spout\ISpout.java,1,72,0.9305556,7,0,4,2,2,0.0,0,1,0,88,88,1.2222222,1.2222222,1,1,1,1,0,0,1.2222222,0,false
storm-core\src\jvm\storm\trident\planner\TupleReceiver.java,1,5,0.2,1,0,8,2,2,0.0,0,1,0,10,10,2.0,2.0,1,1,1,1,0,0,2.0,0,false
storm-core\src\jvm\storm\trident\operation\builtin\Negate.java,1,23,0.0,4,1,0,4,4,0.0,3,1,0,31,31,1.3478261,1.3478261,1,1,1,1,0,0,1.3478261,0,false
